Date,Region,Inpatient Hospitalizations,ICU Hospitalizations
2021-05-13,Far North West,0,0
2021-05-13,Far North Central,0,0
2021-05-13,Far North East,0,0
2021-05-13,North West,5,1
2021-05-13,North Central,3,1
2021-05-13,North East,1,0
2021-05-13,Saskatoon,60,13
2021-05-13,Central West,0,0
2021-05-13,Central East,4,2
2021-05-13,Regina,39,19
2021-05-13,South West,2,1
2021-05-13,South Central,7,0
2021-05-13,South East,5,0
2021-05-14,Far North West,1,0
2021-05-14,Far North Central,0,0
2021-05-14,Far North East,0,0
2021-05-14,North West,4,1
2021-05-14,North Central,5,1
2021-05-14,North East,0,0
2021-05-14,Saskatoon,52,13
2021-05-14,Central West,0,0
2021-05-14,Central East,4,1
2021-05-14,Regina,36,18
2021-05-14,South West,4,0
2021-05-14,South Central,6,0
2021-05-14,South East,3,0
2021-05-15,Far North West,1,0
2021-05-15,Far North Central,0,0
2021-05-15,Far North East,0,0
2021-05-15,North West,5,1
2021-05-15,North Central,6,1
2021-05-15,North East,0,0
2021-05-15,Saskatoon,50,11
2021-05-15,Central West,0,0
2021-05-15,Central East,3,1
2021-05-15,Regina,41,12
2021-05-15,South West,4,0
2021-05-15,South Central,5,0
2021-05-15,South East,3,0
2021-05-16,Far North West,1,0
2021-05-16,Far North Central,0,0
2021-05-16,Far North East,0,0
2021-05-16,North West,4,1
2021-05-16,North Central,5,1
2021-05-16,North East,0,0
2021-05-16,Saskatoon,47,10
2021-05-16,Central West,0,0
2021-05-16,Central East,3,1
2021-05-16,Regina,43,11
2021-05-16,South West,3,0
2021-05-16,South Central,3,0
2021-05-16,South East,4,0
2021-05-17,Far North West,0,0
2021-05-17,Far North Central,0,0
2021-05-17,Far North East,0,0
2021-05-17,North West,5,1
2021-05-17,North Central,3,1
2021-05-17,North East,0,0
2021-05-17,Saskatoon,49,9
2021-05-17,Central West,0,0
2021-05-17,Central East,4,1
2021-05-17,Regina,46,15
2021-05-17,South West,2,0
2021-05-17,South Central,2,0
2021-05-17,South East,4,0
2021-05-18,Far North West,0,0
2021-05-18,Far North Central,0,0
2021-05-18,Far North East,0,0
2021-05-18,North West,6,1
2021-05-18,North Central,5,2
2021-05-18,North East,0,0
2021-05-18,Saskatoon,44,9
2021-05-18,Central West,0,0
2021-05-18,Central East,5,0
2021-05-18,Regina,47,15
2021-05-18,South West,2,0
2021-05-18,South Central,2,0
2021-05-18,South East,4,0
2021-05-19,Far North West,0,0
2021-05-19,Far North Central,0,0
2021-05-19,Far North East,0,0
2021-05-19,North West,6,0
2021-05-19,North Central,5,2
2021-05-19,North East,0,0
2021-05-19,Saskatoon,42,10
2021-05-19,Central West,0,0
2021-05-19,Central East,5,0
2021-05-19,Regina,42,16
2021-05-19,South West,2,0
2021-05-19,South Central,2,0
2021-05-19,South East,2,0
2021-05-20,Far North West,0,0
2021-05-20,Far North Central,0,0
2021-05-20,Far North East,0,0
2021-05-20,North West,7,0
2021-05-20,North Central,7,2
2021-05-20,North East,0,0
2021-05-20,Saskatoon,44,9
2021-05-20,Central West,0,0
2021-05-20,Central East,5,0
2021-05-20,Regina,42,15
2021-05-20,South West,1,0
2021-05-20,South Central,3,0
2021-05-20,South East,3,0
2021-05-21,Far North West,0,0
2021-05-21,Far North Central,0,0
2021-05-21,Far North East,0,0
2021-05-21,North West,6,0
2021-05-21,North Central,7,2
2021-05-21,North East,0,0
2021-05-21,Saskatoon,37,9
2021-05-21,Central West,0,0
2021-05-21,Central East,5,0
2021-05-21,Regina,43,14
2021-05-21,South West,1,0
2021-05-21,South Central,3,0
2021-05-21,South East,5,0
2021-05-22,Far North West,0,0
2021-05-22,Far North Central,0,0
2021-05-22,Far North East,0,0
2021-05-22,North West,5,0
2021-05-22,North Central,5,2
2021-05-22,North East,0,0
2021-05-22,Saskatoon,34,11
2021-05-22,Central West,0,0
2021-05-22,Central East,4,0
2021-05-22,Regina,38,14
2021-05-22,South West,1,0
2021-05-22,South Central,2,0
2021-05-22,South East,4,0
2021-05-23,Far North West,0,0
2021-05-23,Far North Central,0,0
2021-05-23,Far North East,0,0
2021-05-23,North West,8,0
2021-05-23,North Central,4,2
2021-05-23,North East,0,0
2021-05-23,Saskatoon,35,11
2021-05-23,Central West,0,0
2021-05-23,Central East,4,1
2021-05-23,Regina,41,13
2021-05-23,South West,0,0
2021-05-23,South Central,2,0
2021-05-23,South East,3,0
2021-05-24,Far North West,0,0
2021-05-24,Far North Central,0,0
2021-05-24,Far North East,0,0
2021-05-24,North West,8,2
2021-05-24,North Central,4,2
2021-05-24,North East,0,0
2021-05-24,Saskatoon,39,10
2021-05-24,Central West,0,0
2021-05-24,Central East,4,1
2021-05-24,Regina,44,13
2021-05-24,South West,1,0
2021-05-24,South Central,2,0
2021-05-24,South East,3,0
2021-05-25,Far North West,0,0
2021-05-25,Far North Central,0,0
2021-05-25,Far North East,0,0
2021-05-25,North West,8,2
2021-05-25,North Central,5,2
2021-05-25,North East,0,0
2021-05-25,Saskatoon,39,13
2021-05-25,Central West,0,0
2021-05-25,Central East,4,1
2021-05-25,Regina,44,12
2021-05-25,South West,1,0
2021-05-25,South Central,2,0
2021-05-25,South East,3,0
2021-05-26,Far North West,0,0
2021-05-26,Far North Central,0,0
2021-05-26,Far North East,0,0
2021-05-26,North West,7,2
2021-05-26,North Central,6,3
2021-05-26,North East,2,0
2021-05-26,Saskatoon,40,11
2021-05-26,Central West,0,0
2021-05-26,Central East,4,1
2021-05-26,Regina,42,10
2021-05-26,South West,1,0
2021-05-26,South Central,2,0
2021-05-26,South East,2,0
2021-05-27,Far North West,0,0
2021-05-27,Far North Central,0,0
2021-05-27,Far North East,0,0
2021-05-27,North West,7,2
2021-05-27,North Central,5,5
2021-05-27,North East,2,0
2021-05-27,Saskatoon,40,9
2021-05-27,Central West,0,0
2021-05-27,Central East,4,1
2021-05-27,Regina,36,9
2021-05-27,South West,2,1
2021-05-27,South Central,2,0
2021-05-27,South East,2,0
2021-05-28,Far North West,0,0
2021-05-28,Far North Central,0,0
2021-05-28,Far North East,0,0
2021-05-28,North West,6,2
2021-05-28,North Central,5,5
2021-05-28,North East,2,0
2021-05-28,Saskatoon,35,8
2021-05-28,Central West,1,0
2021-05-28,Central East,4,1
2021-05-28,Regina,31,9
2021-05-28,South West,1,1
2021-05-28,South Central,1,0
2021-05-28,South East,1,0
2021-05-29,Far North West,0,0
2021-05-29,Far North Central,0,0
2021-05-29,Far North East,0,0
2021-05-29,North West,6,2
2021-05-29,North Central,6,4
2021-05-29,North East,2,0
2021-05-29,Saskatoon,36,9
2021-05-29,Central West,0,0
2021-05-29,Central East,3,1
2021-05-29,Regina,32,8
2021-05-29,South West,1,0
2021-05-29,South Central,2,0
2021-05-29,South East,1,0
2021-05-30,Far North West,0,0
2021-05-30,Far North Central,0,0
2021-05-30,Far North East,0,0
2021-05-30,North West,5,1
2021-05-30,North Central,5,4
2021-05-30,North East,2,0
2021-05-30,Saskatoon,35,11
2021-05-30,Central West,0,0
2021-05-30,Central East,3,1
2021-05-30,Regina,30,8
2021-05-30,South West,2,0
2021-05-30,South Central,1,0
2021-05-30,South East,1,0
2021-05-31,Far North West,0,0
2021-05-31,Far North Central,0,0
2021-05-31,Far North East,0,0
2021-05-31,North West,5,1
2021-05-31,North Central,5,4
2021-05-31,North East,2,0
2021-05-31,Saskatoon,32,11
2021-05-31,Central West,0,0
2021-05-31,Central East,3,1
2021-05-31,Regina,32,8
2021-05-31,South West,2,0
2021-05-31,South Central,1,0
2021-05-31,South East,1,0
2021-06-01,Far North West,0,0
2021-06-01,Far North Central,0,0
2021-06-01,Far North East,0,0
2021-06-01,North West,6,1
2021-06-01,North Central,5,4
2021-06-01,North East,1,0
2021-06-01,Saskatoon,33,11
2021-06-01,Central West,0,0
2021-06-01,Central East,2,1
2021-06-01,Regina,31,6
2021-06-01,South West,2,0
2021-06-01,South Central,3,0
2021-06-01,South East,2,0
2021-06-02,Far North West,0,0
2021-06-02,Far North Central,0,0
2021-06-02,Far North East,0,0
2021-06-02,North West,6,1
2021-06-02,North Central,6,3
2021-06-02,North East,1,0
2021-06-02,Saskatoon,34,10
2021-06-02,Central West,0,0
2021-06-02,Central East,2,1
2021-06-02,Regina,26,6
2021-06-02,South West,2,0
2021-06-02,South Central,2,1
2021-06-02,South East,2,0
2021-06-03,Far North West,0,0
2021-06-03,Far North Central,0,0
2021-06-03,Far North East,0,0
2021-06-03,North West,9,0
2021-06-03,North Central,5,2
2021-06-03,North East,1,0
2021-06-03,Saskatoon,33,10
2021-06-03,Central West,0,0
2021-06-03,Central East,3,2
2021-06-03,Regina,21,7
2021-06-03,South West,1,2
2021-06-03,South Central,2,0
2021-06-03,South East,2,0
2021-06-04,Far North West,1,0
2021-06-04,Far North Central,0,0
2021-06-04,Far North East,0,0
2021-06-04,North West,12,0
2021-06-04,North Central,6,1
2021-06-04,North East,1,0
2021-06-04,Saskatoon,28,10
2021-06-04,Central West,1,0
2021-06-04,Central East,3,2
2021-06-04,Regina,22,6
2021-06-04,South West,1,2
2021-06-04,South Central,2,0
2021-06-04,South East,3,0
2021-06-05,Far North West,2,0
2021-06-05,Far North Central,0,0
2021-06-05,Far North East,0,0
2021-06-05,North West,11,0
2021-06-05,North Central,5,1
2021-06-05,North East,0,0
2021-06-05,Saskatoon,29,10
2021-06-05,Central West,1,0
2021-06-05,Central East,3,2
2021-06-05,Regina,24,5
2021-06-05,South West,0,1
2021-06-05,South Central,3,0
2021-06-05,South East,1,0
2021-06-06,Far North West,2,0
2021-06-06,Far North Central,0,0
2021-06-06,Far North East,0,0
2021-06-06,North West,11,0
2021-06-06,North Central,3,1
2021-06-06,North East,1,0
2021-06-06,Saskatoon,27,10
2021-06-06,Central West,1,0
2021-06-06,Central East,4,2
2021-06-06,Regina,29,5
2021-06-06,South West,0,1
2021-06-06,South Central,3,0
2021-06-06,South East,1,0
2021-06-07,Far North West,2,0
2021-06-07,Far North Central,0,0
2021-06-07,Far North East,0,0
2021-06-07,North West,10,0
2021-06-07,North Central,4,1
2021-06-07,North East,0,0
2021-06-07,Saskatoon,27,10
2021-06-07,Central West,1,0
2021-06-07,Central East,4,2
2021-06-07,Regina,30,6
2021-06-07,South West,1,0
2021-06-07,South Central,3,0
2021-06-07,South East,1,0
2021-06-08,Far North West,1,0
2021-06-08,Far North Central,0,0
2021-06-08,Far North East,0,0
2021-06-08,North West,13,1
2021-06-08,North Central,5,1
2021-06-08,North East,0,0
2021-06-08,Saskatoon,26,8
2021-06-08,Central West,0,0
2021-06-08,Central East,4,2
2021-06-08,Regina,30,6
2021-06-08,South West,2,0
2021-06-08,South Central,4,0
2021-06-08,South East,1,0
2021-06-09,Far North West,1,0
2021-06-09,Far North Central,0,0
2021-06-09,Far North East,0,0
2021-06-09,North West,13,1
2021-06-09,North Central,4,4
2021-06-09,North East,0,0
2021-06-09,Saskatoon,29,8
2021-06-09,Central West,0,0
2021-06-09,Central East,5,1
2021-06-09,Regina,31,5
2021-06-09,South West,1,1
2021-06-09,South Central,4,0
2021-06-09,South East,1,0
2021-06-10,Far North West,1,0
2021-06-10,Far North Central,0,0
2021-06-10,Far North East,0,0
2021-06-10,North West,12,1
2021-06-10,North Central,5,4
2021-06-10,North East,0,0
2021-06-10,Saskatoon,26,8
2021-06-10,Central West,0,0
2021-06-10,Central East,4,1
2021-06-10,Regina,29,4
2021-06-10,South West,1,1
2021-06-10,South Central,3,0
2021-06-10,South East,1,0
2021-06-11,Far North West,0,0
2021-06-11,Far North Central,0,0
2021-06-11,Far North East,0,0
2021-06-11,North West,13,1
2021-06-11,North Central,5,4
2021-06-11,North East,0,0
2021-06-11,Saskatoon,30,6
2021-06-11,Central West,0,0
2021-06-11,Central East,4,1
2021-06-11,Regina,28,4
2021-06-11,South West,1,1
2021-06-11,South Central,5,0
2021-06-11,South East,1,0
2021-06-12,Far North West,0,0
2021-06-12,Far North Central,0,0
2021-06-12,Far North East,0,0
2021-06-12,North West,12,1
2021-06-12,North Central,5,4
2021-06-12,North East,0,0
2021-06-12,Saskatoon,29,5
2021-06-12,Central West,0,0
2021-06-12,Central East,3,1
2021-06-12,Regina,25,5
2021-06-12,South West,1,1
2021-06-12,South Central,2,0
2021-06-12,South East,2,0
2021-06-13,Far North West,0,0
2021-06-13,Far North Central,0,0
2021-06-13,Far North East,0,0
2021-06-13,North West,11,2
2021-06-13,North Central,5,3
2021-06-13,North East,0,0
2021-06-13,Saskatoon,27,6
2021-06-13,Central West,0,0
2021-06-13,Central East,3,1
2021-06-13,Regina,24,7
2021-06-13,South West,2,1
2021-06-13,South Central,1,0
2021-06-13,South East,2,0
2021-06-14,Far North West,0,0
2021-06-14,Far North Central,0,0
2021-06-14,Far North East,0,0
2021-06-14,North West,10,2
2021-06-14,North Central,6,3
2021-06-14,North East,0,0
2021-06-14,Saskatoon,30,6
2021-06-14,Central West,0,0
2021-06-14,Central East,4,1
2021-06-14,Regina,21,6
2021-06-14,South West,2,1
2021-06-14,South Central,1,0
2021-06-14,South East,2,0
2021-06-15,Far North West,0,0
2021-06-15,Far North Central,0,0
2021-06-15,Far North East,0,0
2021-06-15,North West,10,1
2021-06-15,North Central,8,2
2021-06-15,North East,1,0
2021-06-15,Saskatoon,29,6
2021-06-15,Central West,0,0
2021-06-15,Central East,5,1
2021-06-15,Regina,23,4
2021-06-15,South West,2,1
2021-06-15,South Central,2,0
2021-06-15,South East,2,0
2021-06-16,Far North West,0,0
2021-06-16,Far North Central,0,0
2021-06-16,Far North East,0,0
2021-06-16,North West,10,1
2021-06-16,North Central,8,1
2021-06-16,North East,1,0
2021-06-16,Saskatoon,28,6
2021-06-16,Central West,0,0
2021-06-16,Central East,4,0
2021-06-16,Regina,22,4
2021-06-16,South West,2,0
2021-06-16,South Central,3,0
2021-06-16,South East,2,0
2021-06-17,Far North West,1,0
2021-06-17,Far North Central,0,0
2021-06-17,Far North East,0,0
2021-06-17,North West,10,0
2021-06-17,North Central,8,0
2021-06-17,North East,0,0
2021-06-17,Saskatoon,29,6
2021-06-17,Central West,0,0
2021-06-17,Central East,3,0
2021-06-17,Regina,21,3
2021-06-17,South West,1,0
2021-06-17,South Central,3,0
2021-06-17,South East,2,0
2021-06-18,Far North West,1,0
2021-06-18,Far North Central,0,0
2021-06-18,Far North East,0,0
2021-06-18,North West,10,0
2021-06-18,North Central,8,1
2021-06-18,North East,0,0
2021-06-18,Saskatoon,26,6
2021-06-18,Central West,0,0
2021-06-18,Central East,2,0
2021-06-18,Regina,20,3
2021-06-18,South West,0,0
2021-06-18,South Central,4,0
2021-06-18,South East,0,0
2021-06-19,Far North West,1,0
2021-06-19,Far North Central,0,0
2021-06-19,Far North East,0,0
2021-06-19,North West,10,0
2021-06-19,North Central,9,1
2021-06-19,North East,1,0
2021-06-19,Saskatoon,27,6
2021-06-19,Central West,0,0
2021-06-19,Central East,2,0
2021-06-19,Regina,17,4
2021-06-19,South West,0,0
2021-06-19,South Central,4,0
2021-06-19,South East,0,0
2021-06-20,Far North West,1,0
2021-06-20,Far North Central,0,0
2021-06-20,Far North East,0,0
2021-06-20,North West,9,0
2021-06-20,North Central,7,1
2021-06-20,North East,0,0
2021-06-20,Saskatoon,27,6
2021-06-20,Central West,0,0
2021-06-20,Central East,2,1
2021-06-20,Regina,17,4
2021-06-20,South West,0,0
2021-06-20,South Central,4,0
2021-06-20,South East,0,0
2021-06-21,Far North West,1,0
2021-06-21,Far North Central,0,0
2021-06-21,Far North East,0,0
2021-06-21,North West,8,0
2021-06-21,North Central,6,2
2021-06-21,North East,0,0
2021-06-21,Saskatoon,28,4
2021-06-21,Central West,0,0
2021-06-21,Central East,2,1
2021-06-21,Regina,16,4
2021-06-21,South West,0,0
2021-06-21,South Central,4,0
2021-06-21,South East,0,0
2021-06-22,Far North West,1,0
2021-06-22,Far North Central,0,0
2021-06-22,Far North East,0,0
2021-06-22,North West,7,0
2021-06-22,North Central,8,3
2021-06-22,North East,0,0
2021-06-22,Saskatoon,31,4
2021-06-22,Central West,0,0
2021-06-22,Central East,3,0
2021-06-22,Regina,14,5
2021-06-22,South West,0,0
2021-06-22,South Central,3,0
2021-06-22,South East,0,0
2021-06-23,Far North West,1,0
2021-06-23,Far North Central,0,0
2021-06-23,Far North East,0,0
2021-06-23,North West,7,1
2021-06-23,North Central,9,2
2021-06-23,North East,0,0
2021-06-23,Saskatoon,29,4
2021-06-23,Central West,0,0
2021-06-23,Central East,3,0
2021-06-23,Regina,11,5
2021-06-23,South West,0,0
2021-06-23,South Central,3,0
2021-06-23,South East,0,0
2021-06-24,Far North West,1,0
2021-06-24,Far North Central,0,0
2021-06-24,Far North East,0,0
2021-06-24,North West,6,2
2021-06-24,North Central,7,2
2021-06-24,North East,0,0
2021-06-24,Saskatoon,29,5
2021-06-24,Central West,0,0
2021-06-24,Central East,3,0
2021-06-24,Regina,13,5
2021-06-24,South West,0,0
2021-06-24,South Central,3,0
2021-06-24,South East,0,0
2021-06-25,Far North West,0,0
2021-06-25,Far North Central,0,0
2021-06-25,Far North East,0,0
2021-06-25,North West,9,2
2021-06-25,North Central,7,2
2021-06-25,North East,0,0
2021-06-25,Saskatoon,31,5
2021-06-25,Central West,1,0
2021-06-25,Central East,3,0
2021-06-25,Regina,13,3
2021-06-25,South West,0,0
2021-06-25,South Central,2,0
2021-06-25,South East,0,0
2021-06-26,Far North West,0,0
2021-06-26,Far North Central,0,0
2021-06-26,Far North East,0,0
2021-06-26,North West,8,2
2021-06-26,North Central,10,2
2021-06-26,North East,0,0
2021-06-26,Saskatoon,31,4
2021-06-26,Central West,1,0
2021-06-26,Central East,3,0
2021-06-26,Regina,14,2
2021-06-26,South West,0,0
2021-06-26,South Central,2,0
2021-06-26,South East,0,0
2021-06-27,Far North West,0,0
2021-06-27,Far North Central,0,0
2021-06-27,Far North East,0,0
2021-06-27,North West,7,2
2021-06-27,North Central,10,2
2021-06-27,North East,0,0
2021-06-27,Saskatoon,30,4
2021-06-27,Central West,1,0
2021-06-27,Central East,3,0
2021-06-27,Regina,14,2
2021-06-27,South West,0,0
2021-06-27,South Central,2,0
2021-06-27,South East,0,0
2021-06-28,Far North West,0,0
2021-06-28,Far North Central,0,0
2021-06-28,Far North East,0,0
2021-06-28,North West,6,2
2021-06-28,North Central,9,3
2021-06-28,North East,0,0
2021-06-28,Saskatoon,28,6
2021-06-28,Central West,1,0
2021-06-28,Central East,1,0
2021-06-28,Regina,16,2
2021-06-28,South West,0,0
2021-06-28,South Central,2,0
2021-06-28,South East,0,0
2021-06-29,Far North West,0,0
2021-06-29,Far North Central,0,0
2021-06-29,Far North East,0,0
2021-06-29,North West,4,2
2021-06-29,North Central,9,3
2021-06-29,North East,0,0
2021-06-29,Saskatoon,28,5
2021-06-29,Central West,1,0
2021-06-29,Central East,1,0
2021-06-29,Regina,16,2
2021-06-29,South West,0,0
2021-06-29,South Central,1,0
2021-06-29,South East,0,0
2021-06-30,Far North West,0,0
2021-06-30,Far North Central,0,0
2021-06-30,Far North East,0,0
2021-06-30,North West,4,2
2021-06-30,North Central,10,3
2021-06-30,North East,0,0
2021-06-30,Saskatoon,23,6
2021-06-30,Central West,1,0
2021-06-30,Central East,1,0
2021-06-30,Regina,15,3
2021-06-30,South West,0,0
2021-06-30,South Central,1,0
2021-06-30,South East,0,0
2021-07-01,Far North West,0,0
2021-07-01,Far North Central,0,0
2021-07-01,Far North East,0,0
2021-07-01,North West,2,2
2021-07-01,North Central,8,3
2021-07-01,North East,0,0
2021-07-01,Saskatoon,20,6
2021-07-01,Central West,1,0
2021-07-01,Central East,1,0
2021-07-01,Regina,13,4
2021-07-01,South West,0,0
2021-07-01,South Central,1,0
2021-07-01,South East,0,0
2021-07-02,Far North West,0,0
2021-07-02,Far North Central,0,0
2021-07-02,Far North East,0,0
2021-07-02,North West,3,2
2021-07-02,North Central,7,2
2021-07-02,North East,0,0
2021-07-02,Saskatoon,19,5
2021-07-02,Central West,1,0
2021-07-02,Central East,1,0
2021-07-02,Regina,12,3
2021-07-02,South West,0,0
2021-07-02,South Central,2,0
2021-07-02,South East,0,0
2021-07-03,Far North West,0,0
2021-07-03,Far North Central,0,0
2021-07-03,Far North East,0,0
2021-07-03,North West,4,1
2021-07-03,North Central,7,2
2021-07-03,North East,0,0
2021-07-03,Saskatoon,20,3
2021-07-03,Central West,1,0
2021-07-03,Central East,2,0
2021-07-03,Regina,12,3
2021-07-03,South West,0,0
2021-07-03,South Central,4,0
2021-07-03,South East,1,0
2021-07-04,Far North West,0,0
2021-07-04,Far North Central,0,0
2021-07-04,Far North East,0,0
2021-07-04,North West,4,1
2021-07-04,North Central,7,2
2021-07-04,North East,0,0
2021-07-04,Saskatoon,22,3
2021-07-04,Central West,1,0
2021-07-04,Central East,2,0
2021-07-04,Regina,12,4
2021-07-04,South West,0,0
2021-07-04,South Central,4,0
2021-07-04,South East,1,0
2021-07-05,Far North West,0,0
2021-07-05,Far North Central,0,0
2021-07-05,Far North East,0,0
2021-07-05,North West,4,1
2021-07-05,North Central,7,2
2021-07-05,North East,0,0
2021-07-05,Saskatoon,24,4
2021-07-05,Central West,1,0
2021-07-05,Central East,2,0
2021-07-05,Regina,11,4
2021-07-05,South West,0,0
2021-07-05,South Central,4,0
2021-07-05,South East,1,0
2021-07-06,Far North West,0,0
2021-07-06,Far North Central,0,0
2021-07-06,Far North East,0,0
2021-07-06,North West,3,1
2021-07-06,North Central,8,2
2021-07-06,North East,0,0
2021-07-06,Saskatoon,24,4
2021-07-06,Central West,0,0
2021-07-06,Central East,2,0
2021-07-06,Regina,11,3
2021-07-06,South West,0,0
2021-07-06,South Central,3,0
2021-07-06,South East,1,0
2021-07-07,Far North West,0,0
2021-07-07,Far North Central,0,0
2021-07-07,Far North East,0,0
2021-07-07,North West,4,1
2021-07-07,North Central,7,2
2021-07-07,North East,0,0
2021-07-07,Saskatoon,23,4
2021-07-07,Central West,1,0
2021-07-07,Central East,3,0
2021-07-07,Regina,12,3
2021-07-07,South West,0,0
2021-07-07,South Central,3,0
2021-07-07,South East,1,0
2021-07-08,Far North West,0,0
2021-07-08,Far North Central,0,0
2021-07-08,Far North East,0,0
2021-07-08,North West,4,1
2021-07-08,North Central,7,3
2021-07-08,North East,0,0
2021-07-08,Saskatoon,21,4
2021-07-08,Central West,1,0
2021-07-08,Central East,3,0
2021-07-08,Regina,11,3
2021-07-08,South West,1,0
2021-07-08,South Central,1,0
2021-07-08,South East,2,0
2021-07-09,Far North West,0,0
2021-07-09,Far North Central,0,0
2021-07-09,Far North East,0,0
2021-07-09,North West,6,0
2021-07-09,North Central,6,2
2021-07-09,North East,0,0
2021-07-09,Saskatoon,20,4
2021-07-09,Central West,1,0
2021-07-09,Central East,1,0
2021-07-09,Regina,14,4
2021-07-09,South West,0,0
2021-07-09,South Central,1,0
2021-07-09,South East,2,0
2021-07-10,Far North West,0,0
2021-07-10,Far North Central,0,0
2021-07-10,Far North East,0,0
2021-07-10,North West,8,0
2021-07-10,North Central,6,1
2021-07-10,North East,0,0
2021-07-10,Saskatoon,21,4
2021-07-10,Central West,1,0
2021-07-10,Central East,0,0
2021-07-10,Regina,16,4
2021-07-10,South West,0,0
2021-07-10,South Central,0,0
2021-07-10,South East,0,0
2021-07-11,Far North West,0,0
2021-07-11,Far North Central,0,0
2021-07-11,Far North East,0,0
2021-07-11,North West,8,0
2021-07-11,North Central,5,0
2021-07-11,North East,0,0
2021-07-11,Saskatoon,19,3
2021-07-11,Central West,0,0
2021-07-11,Central East,0,0
2021-07-11,Regina,16,3
2021-07-11,South West,0,0
2021-07-11,South Central,0,0
2021-07-11,South East,0,0
2021-07-12,Far North West,0,0
2021-07-12,Far North Central,0,0
2021-07-12,Far North East,0,0
2021-07-12,North West,6,1
2021-07-12,North Central,5,0
2021-07-12,North East,0,0
2021-07-12,Saskatoon,20,4
2021-07-12,Central West,0,0
2021-07-12,Central East,1,0
2021-07-12,Regina,15,4
2021-07-12,South West,0,0
2021-07-12,South Central,0,0
2021-07-12,South East,1,0
2021-07-13,Far North West,0,0
2021-07-13,Far North Central,0,0
2021-07-13,Far North East,0,0
2021-07-13,North West,5,1
2021-07-13,North Central,5,1
2021-07-13,North East,0,0
2021-07-13,Saskatoon,20,4
2021-07-13,Central West,0,0
2021-07-13,Central East,2,0
2021-07-13,Regina,13,4
2021-07-13,South West,0,0
2021-07-13,South Central,0,0
2021-07-13,South East,2,0
2021-07-14,Far North West,0,0
2021-07-14,Far North Central,0,0
2021-07-14,Far North East,1,0
2021-07-14,North West,4,1
2021-07-14,North Central,3,1
2021-07-14,North East,0,0
2021-07-14,Saskatoon,22,3
2021-07-14,Central West,0,0
2021-07-14,Central East,1,0
2021-07-14,Regina,12,4
2021-07-14,South West,0,0
2021-07-14,South Central,0,0
2021-07-14,South East,2,0
2021-07-15,Far North West,0,0
2021-07-15,Far North Central,0,0
2021-07-15,Far North East,1,0
2021-07-15,North West,2,0
2021-07-15,North Central,2,1
2021-07-15,North East,0,0
2021-07-15,Saskatoon,18,5
2021-07-15,Central West,0,0
2021-07-15,Central East,1,0
2021-07-15,Regina,16,3
2021-07-15,South West,0,0
2021-07-15,South Central,0,0
2021-07-15,South East,3,0
2021-07-16,Far North West,0,0
2021-07-16,Far North Central,0,0
2021-07-16,Far North East,1,0
2021-07-16,North West,3,0
2021-07-16,North Central,2,1
2021-07-16,North East,0,0
2021-07-16,Saskatoon,18,5
2021-07-16,Central West,0,0
2021-07-16,Central East,1,0
2021-07-16,Regina,17,3
2021-07-16,South West,0,0
2021-07-16,South Central,0,0
2021-07-16,South East,2,0
2021-07-17,Far North West,0,0
2021-07-17,Far North Central,0,0
2021-07-17,Far North East,1,0
2021-07-17,North West,4,0
2021-07-17,North Central,6,1
2021-07-17,North East,0,0
2021-07-17,Saskatoon,17,5
2021-07-17,Central West,0,0
2021-07-17,Central East,0,0
2021-07-17,Regina,16,3
2021-07-17,South West,0,0
2021-07-17,South Central,0,0
2021-07-17,South East,1,0
2021-07-18,Far North West,0,0
2021-07-18,Far North Central,0,0
2021-07-18,Far North East,1,0
2021-07-18,North West,5,0
2021-07-18,North Central,6,1
2021-07-18,North East,0,0
2021-07-18,Saskatoon,16,5
2021-07-18,Central West,0,0
2021-07-18,Central East,0,0
2021-07-18,Regina,15,3
2021-07-18,South West,0,0
2021-07-18,South Central,0,0
2021-07-18,South East,1,0
2021-07-19,Far North West,0,0
2021-07-19,Far North Central,0,0
2021-07-19,Far North East,1,0
2021-07-19,North West,5,0
2021-07-19,North Central,7,1
2021-07-19,North East,0,0
2021-07-19,Saskatoon,18,5
2021-07-19,Central West,0,0
2021-07-19,Central East,0,0
2021-07-19,Regina,13,3
2021-07-19,South West,0,0
2021-07-19,South Central,1,0
2021-07-19,South East,1,0
2021-07-20,Far North West,0,0
2021-07-20,Far North Central,0,0
2021-07-20,Far North East,0,0
2021-07-20,North West,4,1
2021-07-20,North Central,7,1
2021-07-20,North East,0,0
2021-07-20,Saskatoon,18,5
2021-07-20,Central West,0,0
2021-07-20,Central East,0,0
2021-07-20,Regina,14,3
2021-07-20,South West,0,0
2021-07-20,South Central,1,0
2021-07-20,South East,1,0
2021-07-21,Far North West,0,0
2021-07-21,Far North Central,0,0
2021-07-21,Far North East,0,0
2021-07-21,North West,5,1
2021-07-21,North Central,8,1
2021-07-21,North East,0,0
2021-07-21,Saskatoon,18,4
2021-07-21,Central West,0,0
2021-07-21,Central East,1,0
2021-07-21,Regina,15,4
2021-07-21,South West,0,0
2021-07-21,South Central,1,0
2021-07-21,South East,1,0
2021-07-22,Far North West,1,0
2021-07-22,Far North Central,0,0
2021-07-22,Far North East,0,0
2021-07-22,North West,7,1
2021-07-22,North Central,7,2
2021-07-22,North East,0,0
2021-07-22,Saskatoon,15,5
